author_year,outcome_category,plain_language_outcome,plain_language_exposure,age_group,original_effect_size_metric,original_effect_size,original_cilb,original_ciub,original_k,original_n,original_i2,converted_r,converted_cilb,converted_ciub,reanalysis_estimate,reanalysis_cilb,reanalysis_ciub,reanalysis_cilb999,reanalysis_ciub999,reanalysis_k,reanalysis_n,reanalysis_i2,reanalysis_eggers_p,reanalysis_eggers_cilb,reanalysis_eggers_ciub,reanalysis_tes_obser,reanalysis_tes_expect,reanalysis_tes_ratio,reanalysis_tes_p,reanalysis_tes_power,reanalysis_tes_theta
"Scionti, 2019",psychology,Cognition: Executive functioning,Intervention: Cognitive training,Young children,d,0.281,0.124,0.437,59,773,NA,0.13913344655972085,0.061881178452996226,0.21346378842634894,0.12803706620576255,0.07969749292078171,0.1763766394907434,0.04688115755753898,0.20919297485398614,57,2606,37.9972385458555,1.3583119074996958e-4,0.3275033292026043,0.7552470703554311,12,11.739108932128346,1.0222240946378502,0.4659513954912444,0.212; 0.211; 0.268; 0.214; 0.217; 0.217; 0.233; 0.211; 0.228; 0.265; 0.219; 0.232; 0.225; 0.222; 0.171; 0.17; 0.193; 0.303; 0.251; 0.261; 0.261; 0.291; 0.262; 0.272; 0.102; 0.581; 0.174; 0.173; 0.185; 0.173; 0.177; 0.163; 0.219; 0.156; 0.153; 0.153; 0.187; 0.225; 0.166; 0.16; 0.166; 0.18; 0.158; 0.159; 0.158; 0.157; 0.172; 0.165; 0.167; 0.167; 0.171; 0.192; 0.19; 0.191; 0.194; 0.206; 0.192,0.12803706620576255
"Zhou, 2020",health behaviour,Healthy behavior: General,Video games: Health promoting content,Mixed,d,0.32,0.061,0.575,7,1278,NA,0.15799050110667284,0.030485823577446433,0.2763074248798415,0.15452505122028573,0.028806377777260334,0.28024372466331116,-0.05654038614235743,0.36559048858292886,7,913,69.76749831259133,NA,NA,NA,3,2.9785814101863646,1.0071908693649891,0.6480079197229299,0.503; 0.646; 0.214; 0.21; 0.284; 0.653; 0.469,0.15452505122028573
"Zhou, 2020",psychology,Healthy behavior: Self-efficacy,Video games: Health promoting content,Mixed,d,0.27,0.09,0.456,5,438,NA,0.13378637625248027,0.0449545065814817,0.22229529961558395,0.15258576550830227,0.02162885215486135,0.2835426788617432,-0.06727400102934095,0.3724455320459455,5,391,38.887491663466456,NA,NA,NA,1,1.5721618643327864,0.6360668215447348,0.86180230130491,0.377; 0.18; 0.171; 0.51; 0.334,0.15258576550830227
"Zhou, 2020",psychology,Psychological health: Enjoyment,Video games: Health promoting content,Mixed,d,0.4,0.173,0.633,4,440,NA,0.19611613513818402,0.08617819742121317,0.3017472849802045,0.20150671987224122,0.09256998058369342,0.310443459160789,0.01861598540058218,0.38439745434390027,4,298,0,NA,NA,NA,2,1.681949240544914,1.1890965266895004,0.5774334736049836,0.595; 0.654; 0.217; 0.216,0.20150671987224122
"Aspiranti, 2020",education,Learning: General,Intervention: Education (via touch screen),Children,d,0.738,NA,NA,3,33,NA,0.34618355017641955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aghasi, 2020",physical health,Body composition,Internet use: General,Adolescents,or,1.27,1.06,1.52,6,32901,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martins, 2019",psychology,Aggression: Towards peers,Screen use: General,Mixed,r,0.01,-0.02,0.05,3,707,NA,0.01,-0.02,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liu, 2019",psychology,Psychological health: Anxiety,Social Media: Instant messaging,Adolescents,r,-0.21,-0.27,-0.15,3,984,0,-0.21,-0.27,-0.15,-0.20710217204279718,-0.2669217334939517,-0.1472826105916427,-0.30753150011911795,-0.1066728439664764,2,984,0,NA,NA,NA,2,1.8296284701041712,1.0931181016690938,0.829631079304338,0.83; 1,-0.20710217204279718
"Liu, 2019",psychology,Psychological health: Depression,Social Media: Instant messaging,Adolescents,r,0,-0.22,0.22,2,804,93.43,0,-0.22,0.22,-0.10965481244735079,-0.6681462969623558,0.4488366720676543,-1,0.8279803551388932,2,804,97.30340934684975,NA,NA,NA,2,1.551761346964869,1.28885798316336,0.5944146794064774,0.689; 0.863,-0.10965481244735079
"Liu, 2019",psychology,Psychological health: Satisfaction,Social Media: Instant messaging,Adolescents,r,-0.03,-0.09,0.03,1,1210,0,-0.03,-0.09,0.03,-0.029999999999999995,-0.08631756896704391,0.026317568967043927,-0.12454993438677103,0.06454993438677104,1,1210,0,NA,NA,NA,0,0.1811907930187463,0,1,0.181,-0.029999999999999995
"Liu, 2019",psychology,Psychological health: Depression,Video games: General,Adolescents,r,0.05,-0.01,0.12,2,869,0,0.05,-0.01,0.12,0.05194070512536277,-0.014413589285298158,0.11829499953602371,-0.05945959673212322,0.16334100698284876,2,869,0,NA,NA,NA,0,0.38411285917902566,0,1,0.268; 0.116,0.05194070512536277
"Larwin, 2019",education,Learning: General,Intervention: Education (via iPad),Mixed,NA,0.67,0.4,0.94,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Larwin, 2019",education,Learning: General,Intervention: Education (via iPad),Mixed,NA,0.99,0.72,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Larwin, 2019",education,Learning: General,Intervention: Education (via iPad),Mixed,NA,0.71,0.42,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Larwin, 2019",education,Learning: General,Intervention: Education (via touch screen),Mixed,NA,0.82,0.065,0.99,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Larwin, 2019",education,Literacy: General,Intervention: Education (via touch screen),Mixed,NA,0.69,0.43,0.95,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Larwin, 2019",education,Numeracy: General,Intervention: Education (via touch screen),Mixed,NA,0.86,0.67,1,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrade, 2019",psychology,Healthy behavior: Self-efficacy,Video games: Physically active,Mixed,d,0.27,-0.04,0.58,3,165,0,0.13378637625248027,-0.01999600119960014,0.2785244502458322,0.1265785079700507,-0.042410367014772826,0.2955673829548743,-0.1571320167377772,0.41028903267787864,3,133,0,NA,NA,NA,0,0.4065564427025793,0,1,0.132; 0.121; 0.153,0.1265785079700507
"Andrade, 2019",psychology,Healthy behavior: Self-efficacy,Video games: Physically active,Mixed,d,0.42,-0.09,0.94,2,60,0,NA,NA,NA,0.22730491051559262,0.08940928799679729,0.36520053303438793,-0.004204053747489722,0.45881387477867497,4,185,0,NA,NA,NA,2,1.4556700106172844,1.373937764337049,0.46221234579305764,0.425; 0.311; 0.43; 0.289,0.22730491051559262
"Andrade, 2019",psychology,Psychological health: Depression,Video games: Physically active,Mixed,d,0.21,-0.2,0.62,2,91,0,0.10442593000399553,-0.09950371902099893,0.29609877111408056,0.1064671349494587,-0.10224358443906123,0.3151778543379786,-0.24393124314012282,0.4568655130390402,2,88,0,NA,NA,NA,0,0.21787716235385235,0,1,0.114; 0.104,0.1064671349494587
"Andrade, 2019",psychology,Psychological health: Enjoyment,Video games: Physically active,Mixed,d,0.76,0.07,1.46,2,39,0,0.3552177606235726,0.034978582175618625,0.5896115033098315,0.3631933100932623,0.01639590225409271,0.7099907179324318,-0.21903480731506753,0.9454214275015921,2,26,0,NA,NA,NA,0,0.6115702015031961,0,1,0.288; 0.324,0.3631933100932623
"Andrade, 2019",psychology,Self-perceptions: General,Video games: Physically active,Mixed,d,0.42,0.06,0.79,3,120,0,0.2055172342864138,0.029986509105671005,0.3673782850838043,0.22404722889409728,0.030241405248634362,0.4178530525395602,-0.10132775169456626,0.5494222094827608,2,94,0,NA,NA,NA,1,0.7186979760543634,1.3914050593129241,0.5926911361217818,0.415; 0.303,0.22404722889409728
"Andrade, 2019",psychology,Self-perceptions: Self-esteem,Video games: Physically active,Mixed,d,-0.37,-0.66,-0.09,4,213,5,-0.18191319961098118,-0.31337745420390184,-0.0449545065814817,-0.14263864266953508,-0.2814403395893448,-0.0038369457497253456,-0.3756687889853366,0.09039150364626644,4,192,1.0264912525529377,NA,NA,NA,1,0.6980139743431213,1.4326360742864326,0.5360598995286645,0.177; 0.194; 0.181; 0.146,-0.14263864266953508
"Andrade, 2019",psychology,Self-perceptions: Self-esteem,Video games: Physically active,Mixed,d,0.42,-0.09,0.94,2,60,0,NA,NA,NA,0.2306451005637058,0.03440032988009961,0.426889871247312,-0.09882455752362962,0.5601147586510412,2,91,0,NA,NA,NA,1,0.7370819231230099,1.3567012955127273,0.6064779071521834,0.441; 0.296,0.2306451005637058
"McArthur, 2018",education,Literacy: General,Intervention: Literacy,Mixed,d,0.31,-0.02,0.64,6,294,43.22,0.15317095441319076,-0.009999500037496877,0.30477572710378376,0.16149108466721884,-0.006602435492188391,0.3295846048266261,-0.1207162547726951,0.4436984241071328,6,294,53.583166978842705,NA,NA,NA,1,1.813201900979356,0.551510562315137,0.8913742129938953,0.261; 0.231; 0.155; 0.32; 0.407; 0.439,0.16149108466721884
"Foreman, 2021",physical health,Eye health: Myopia,Screen use: General,Mixed,or,1.77,1.28,2.45,11,13968,87,NA,NA,NA,0.05375552190947805,-0.04497158179023579,0.1524826256091919,-0.1119945512598087,0.2195055950787648,3,6773,88.96763518374405,NA,NA,NA,1,1.776201733311092,0.5629991127955146,0.946687598794372,0.793; 0.52; 0.463,0.05375552190947805
"Foreman, 2021",physical health,Eye health: Myopia,Screen use: General,Mixed,or,2.01,1.27,3.19,8,13968,90,NA,NA,NA,0.05375552190947805,-0.04497158179023579,0.1524826256091919,-0.1119945512598087,0.2195055950787648,3,6773,88.96763518374405,NA,NA,NA,1,1.776201733311092,0.5629991127955146,0.946687598794372,0.793; 0.52; 0.463,0.05375552190947805
"Foreman, 2021",physical health,Eye health: Myopia,Screen use: General,Mixed,or,1.34,0.98,1.83,3,3262,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foreman, 2021",physical health,Eye health: Myopia,Screen use: General (phone or tablet),Mixed,or,1.26,1,1.6,7,12495,77,NA,NA,NA,0.05375552190947805,-0.04497158179023579,0.1524826256091919,-0.1119945512598087,0.2195055950787648,3,6773,88.96763518374405,NA,NA,NA,1,1.776201733311092,0.5629991127955146,0.946687598794372,0.793; 0.52; 0.463,0.05375552190947805
"Foreman, 2021",physical health,Eye health: Myopia,Screen use: General (phone or tablet),Mixed,or,1.37,1.01,1.87,5,10651,82,NA,NA,NA,0.05375552190947805,-0.04497158179023579,0.1524826256091919,-0.1119945512598087,0.2195055950787648,3,6773,88.96763518374405,NA,NA,NA,1,1.776201733311092,0.5629991127955146,0.946687598794372,0.793; 0.52; 0.463,0.05375552190947805
"Foreman, 2021",physical health,Eye health: Myopia,Screen use: General (phone or tablet),Mixed,or,0.98,0.88,1.1,2,1954,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comeras-Chueca, 2021",physical health,Body composition: BMI,Video games: Physically active,Children,d,-0.291,-0.631,0.049,7,898,78.47,-0.14398389453696628,-0.30088033062921765,0.024492650246101876,-0.13942814309108084,-0.2620160313507655,-0.016840254831396187,-0.34523739594339536,0.06638110976123368,7,898,62.13826227097291,NA,NA,NA,2,2.5331397217014864,0.7895340248569545,0.8028208160807628,0.177; 0.394; 0.33; 0.268; 0.378; 0.706; 0.28,-0.13942814309108084
"Comeras-Chueca, 2021",physical health,Cardiometabolic health: Fitness,Video games: Physically active,Children,d,0.438,0.022,0.855,4,892,82.9,0.2139299326923286,0.010999334560388036,0.39308682981547843,0.2122392874146627,-0.009043097277337514,0.4335216721066629,-0.15926529521070204,0.5837438700400275,4,892,90.20136640421767,NA,NA,NA,2,2.6756976143124005,0.7474686187639178,0.8973521184348611,0.606; 0.55; 0.8; 0.72,0.2122392874146627
"Li, 2020",physical health,Body composition: Overweight/obesity,Screen use: General,Young children,or,1.872,1.678,2.088,4,16575,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Li, 2020",physical health,Body composition: Overweight/obesity,Screen use: General,Young children,or,1.262,1.155,1.379,4,9909,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Li, 2020",physical health,Body composition: Overweight/obesity,Screen use: General,Young children,or,1.988,1.445,2.735,4,2873,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Li, 2020",health behaviour,Sleep: Duration,Screen use: General,Young children,or,0.7,0.69,0.72,4,3624,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Li, 2020",health behaviour,Sleep: Duration,Screen use: General,Young children,or,0.44,0.41,0.47,2,13823,84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Li, 2020",health behaviour,Sleep: Duration,Screen use: General,Young children,or,0.95,0.92,0.98,9,6523,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comeras-Chueca, 2021",physical health,Body composition: BMI,Video games: Physically active,Mixed,d,-0.209,-0.388,-0.031,4,488,64.59,-0.10393404799523397,-0.19044922709911088,-0.015498138397930707,-0.0970469638935897,-0.1849171283835616,-0.009176799403617791,-0.24456963647101204,0.050475708683832624,4,488,0,NA,NA,NA,1,0.7585885717262717,1.3182376287641187,0.5959744154892509,0.422; 0.142; 0.094; 0.1,-0.0970469638935897
"Comeras-Chueca, 2021",physical health,Body composition: BMI z-score,Video games: Physically active,Mixed,d,-0.066,-0.124,-0.007,6,597,97.55,-0.03298204616246679,-0.061881178452996226,-0.0034999785626969554,-0.03159502303540831,-0.11211033461736825,0.04892028854655162,-0.1667698462181982,0.10357980014738158,6,597,0,NA,NA,NA,0,0.3686248520667572,0,1,0.088; 0.058; 0.059; 0.055; 0.054; 0.055,-0.03159502303540831
"Comeras-Chueca, 2021",physical health,Body composition: Body fat percentage,Video games: Physically active,Mixed,d,-0.462,-0.819,-0.105,3,408,64.59,-0.22507298070885193,-0.37895712693284167,-0.052427797659041674,-0.30169278274064154,-0.4635747293103739,-0.13981083617090917,-0.5734716912998469,-0.029913874181436206,3,408,44.03456938475225,NA,NA,NA,2,2.03197446384285,0.9842643377602394,0.7652053796311249,0.971; 0.54; 0.521,-0.30169278274064154
"Comeras-Chueca, 2021",physical health,Body composition: Waist circumference,Video games: Physically active,Mixed,d,-0.426,-1.295,0.444,3,443,23.5,-0.20832663303965676,-0.5435122852040014,0.21672372126455172,-0.19113026238691663,-0.5497323288097802,0.16747180403594694,-0.7931768789779728,0.4109163542041395,3,443,90.14385316750909,NA,NA,NA,1,1.8181963321168446,0.5499956095697018,0.9567667030207686,0.827; 0.561; 0.43,-0.19113026238691663
"Comeras-Chueca, 2021",physical health,Body composition: Fat-free mass,Video games: Physically active,Mixed,d,0.106,-0.594,0.806,3,408,0,0.05292571795711265,-0.28470840780816636,0.37378818025800487,-0.0555648026444627,-0.3166913521237097,0.20556174683478426,-0.49396259879852955,0.3828329935096041,3,408,75.15998807098407,NA,NA,NA,1,1.1267584397007109,0.8875016727326397,0.7885950425702022,0.622; 0.251; 0.254,-0.0555648026444627
"Lu, 2021",psychology,Psychological health: Positive coping style,Screen use: General (mobile phone addiction),Adolescents,r,0.01,-0.1,0.12,6,3635,89.8,0.01,-0.1,0.12,-0.053455257328827506,-0.15166423080719588,0.04475371614954086,-0.21833545668554458,0.11142494202788958,4,2280,80.61840381894798,NA,NA,NA,2,1.777221239926974,1.1253522943953675,0.6034863063844996,0.339; 0.495; 0.587; 0.356,-0.053455257328827506
"Lu, 2021",psychology,Psychological health: Negative coping style,Screen use: General (mobile phone addiction),Adolescents,r,0.31,0.25,0.36,5,3076,58.1,0.31,0.25,0.36,0.2870651154730609,0.2086392280127366,0.3654910029333852,0.1553981658940196,0.4187320650521022,3,1964,69.08562962054445,NA,NA,NA,3,2.985968570331254,1.0046991216880723,0.9859804213219311,0.987; 0.999; 1,0.2870651154730609
"Wang, 2020",physical health,Eye health: Visual impairment,Screen use: General (mobile phone),Mixed,or,1.06,0.99,1.14,6,24102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"He, 2021",health behaviour,Physical activity: General,Intervention: To promote physical activity (via mobile phone),Mixed,d,0.44,0.11,0.77,8,518,73.9,0.21486178267511977,0.05491700075713547,0.35929173774214684,0.18864079494295166,0.0760121086651401,0.30126948122076325,-4.4824233184503903e-4,0.37772983221774836,16,967,72.69102934863994,0.13475683456112744,0.044867469660973214,1.2018983522232258,4,7.080997261807164,0.564892182853231,0.969501895823586,0.402; 0.581; 0.372; 0.413; 0.534; 0.478; 0.48; 0.306; 0.319; 0.472; 0.386; 0.539; 0.477; 0.48; 0.366; 0.476,0.18864079494295166
"He, 2021",health behaviour,Physical activity: General,Intervention: To promote physical activity (via mobile phone),Mixed,md,32.35,10.36,54.33,3,131,61.8,NA,NA,NA,0.40757571476532317,0.09838205813629514,0.7167693713943513,-0.11152055453898202,0.9266719840696284,3,131,80.47256477908495,NA,NA,NA,2,2.214318467786055,0.9032124462203772,0.833109625394411,0.705; 0.833; 0.676,0.40757571476532317
"He, 2021",health behaviour,Physical activity: General,Intervention: To promote physical activity (via mobile phone),Mixed,md,3.91,-1.99,9.81,5,353,0,NA,NA,NA,0.07229419481078338,-0.01819033964122245,0.1627787292627892,-0.07961766772826002,0.2242060573498268,7,467,0,NA,NA,NA,0,0.6375671553000822,0,0.9999999999999999,0.085; 0.114; 0.099; 0.099; 0.071; 0.072; 0.097,0.07229419481078338
"He, 2021",health behaviour,Physical activity: General,Intervention: To promote physical activity (via mobile phone),Mixed,md,1185,303,2068,5,289,43,NA,NA,NA,0.20617406208875894,0.011742740447586247,0.4006053837299316,-0.12025104895720512,0.532599173134723,6,369,76.41214013966922,NA,NA,NA,2,2.9409159562542233,0.6800602362494418,0.8831155658950016,0.423; 0.573; 0.514; 0.516; 0.402; 0.513,0.20617406208875894
"He, 2021",health behaviour,Physical activity: General,Intervention: To promote physical activity (via mobile phone),Mixed,d,0.76,0.23,1.3,4,166,76.4,NA,NA,NA,0.2859684302070792,0.1115704364587404,0.46036642395541794,-0.006823307229939846,0.5787601676440982,9,390,76.40592095967615,NA,NA,NA,4,4.987850241054196,0.8019486966702891,0.8445508207981894,0.553; 0.713; 0.521; 0.563; 0.446; 0.462; 0.536; 0.679; 0.514,0.2859684302070792
"He, 2021",health behaviour,Physical activity: General,Intervention: To promote physical activity (via mobile phone),Mixed,d,0.18,-0.06,0.42,3,259,0,NA,NA,NA,0.0730564931361931,-0.008433170441039695,0.1545461567134259,-0.06375414137354839,0.20986712764593457,7,577,0,NA,NA,NA,0,0.7130962817547022,0,1,0.1; 0.1; 0.116; 0.1; 0.1; 0.098; 0.099,0.0730564931361931
"He, 2021",health behaviour,Physical activity: General,Intervention: To promote physical activity (via mobile phone),Children,d,0.64,0.1,1.18,3,190,74.1,0.30477572710378376,0.04993761694389223,0.5081488619782859,0.15122411567016855,0.060195565597027156,0.24225266574330995,-0.0016010789289616079,0.3040493102692987,7,439,0.0074231920962502624,NA,NA,NA,2,1.6329829694746816,1.2247525157248793,0.5140240044519828,0.202; 0.181; 0.339; 0.27; 0.272; 0.191; 0.177,0.15122411567016855
"He, 2021",health behaviour,Physical activity: General,Intervention: To promote physical activity (via mobile phone),Adolescents,d,0.32,-0.12,0.75,5,328,74.8,0.15799050110667284,-0.059892290727946725,0.3511234415883917,0.20513992404647055,0.02215915388819667,0.38812069420474443,-0.10206118796583538,0.5123410360587765,9,528,82.51419283772123,NA,NA,NA,2,4.616577359337927,0.43322137686149903,0.9850346174069257,0.479; 0.632; 0.372; 0.386; 0.539; 0.542; 0.595; 0.538; 0.534,0.20513992404647055
"He, 2021",health behaviour,Physical activity: General,Intervention: To promote physical activity (via mobile phone),Mixed,d,-0.03,-0.54,0.49,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cao, 2020",psychology,Cognition: Executive functioning,Computer use: Executive functioning training,Children,d,0.38,0.28,0.48,34,2585,34,0.1866606458232702,0.13864784453440623,0.23337295247532416,0.19801090868378107,0.14513727084955005,0.25088454651801206,0.10924289046655507,0.2867789269010071,36,2975,54.90254791231926,0.006531920541692723,0.25443110486506704,0.5715877358447274,10,15.90965188856909,0.6285492649392844,0.9763332056193358,0.233; 0.532; 0.427; 0.382; 0.364; 0.52; 0.212; 0.477; 0.438; 0.407; 0.658; 0.661; 0.697; 0.357; 0.538; 0.499; 0.296; 0.406; 0.47; 0.332; 0.277; 0.294; 0.242; 0.358; 0.507; 0.382; 0.282; 0.796; 0.524; 0.464; 0.752; 0.393; 0.337; 0.336; 0.402; 0.655,0.19801090868378107
"Cao, 2020",psychology,Cognition: Executive functioning,Computer use: Executive functioning training,Children,d,0.36,0.26,0.47,34,2585,47.13,0.17715299831526515,0.12891523025462093,0.22876802685600006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cao, 2020",psychology,Cognition: Executive functioning,Computer use: Executive functioning training,Children,d,0.22,0.08,0.36,12,855,9.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cao, 2020",psychology,Cognition: Executive Functioning (working memory),Computer use: Executive functioning training,Children,d,0.41,0.28,0.54,28,2170,56.81,0.20082362021561567,0.13864784453440623,0.26066585229076455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cao, 2020",psychology,Cognition: Executive Functioning (cognitive flexibility),Computer use: Executive functioning training,Children,d,0.13,-0.04,0.29,12,1015,46.06,0.06486312108268012,-0.01999600119960014,0.14349931046699432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cao, 2020",psychology,Cognition: Executive Functioning (inhibition),Computer use: Executive functioning training,Children,d,0.22,0.14,0.35,22,1512,21.87,0.1093404791528976,0.06982912769991387,0.1723803317522482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cao, 2020",psychology,Cognition: Executive functioning,Computer use: Executive functioning training,Children,d,0.46,0.3,0.62,19,1428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cao, 2020",psychology,Cognition: Executive functioning,Computer use: Executive functioning training,Children,d,0.24,0.14,0.35,15,1212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cao, 2020",psychology,Cognition: Executive functioning,Computer use: Executive functioning training,Children,d,0.47,0.3,0.63,18,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cao, 2020",psychology,Cognition: Executive functioning,Computer use: Executive functioning training,Children,d,0.23,0.13,0.33,16,1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cao, 2020",psychology,Cognition: Executive functioning,Computer use: Executive functioning training,Children,d,0.27,0.2,0.34,28,2272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cao, 2020",psychology,Cognition: Executive functioning,Computer use: Executive functioning training,Children,d,0.18,0.1,0.26,17,1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ivie, 2020",psychology,Psychological health: Depression,Social Media: General,Adolescents,z,0.12,0.04,0.2,12,93740,97.38,0.11942729853438588,0.03997868031116357,0.197375320224904,0.12182372226563536,0.05360475866924305,0.19004268586202766,0.007292881352617589,0.2363545631786531,12,93740,97.47168796813439,0.6216863348029187,0.021764235711233204,0.2737070736742399,9,8.320277528835716,1.081694687323657,0.4631500391957289,0.317; 0.819; 0.581; 0.972; 0.809; 0.645; 0.435; 0.802; 0.928; 0.73; 0.523; 0.76,0.12182372226563536
"Feng, 2021",physical health,Body composition: BMI z-score,Screen use: General (meeting guidelines),Young children,z,0.07,-0.08,0.22,4,1275,81,0.06988589031642899,-0.07982976911113136,0.21651806149302882,0.07154751252158296,-0.09429511361991506,0.237390138663081,-0.20688086618532364,0.3499758912284896,4,1275,85.58656278488338,NA,NA,NA,1,1.9483315646462358,0.5132596618284387,0.9399159276158685,0.694; 0.401; 0.397; 0.456,0.07154751252158296
"Benavides-Varela, 2020",education,Numeracy: Mathematics,Intervention: Mathematics,Children,d,0.55,0.19,0.9,13,982,90.14,0.2651564830210424,0.09457419252642066,0.41036467732879783,0.25611388573184934,0.10311842296275747,0.4091093485009412,-7.457627156252644e-4,0.512973534179324,13,982,83.08400875402701,0.14600597574682717,0.1278922025336588,0.9664225743730548,10,6.851685273664793,1.459494941840966,0.05932021221763115,0.252; 0.566; 0.627; 0.839; 0.441; 0.502; 0.694; 0.5; 0.406; 0.593; 0.549; 0.337; 0.548,0.25611388573184934
"Major, 2021",education,Learning: General,Intervention: Literacy (Abracadabra; in schools),Mixed,d,0.18,0.12,0.24,15,53029,83.59,0.08963769949589058,0.059892290727946725,0.11914522061843064,0.0889128242944612,0.05995970272594249,0.11786594586297992,0.04030426758993446,0.13752138099898795,15,52377,89.56266247161405,0.19939694794393356,0.007776440371358481,0.11243635938834055,10,11.11096714676226,0.9000116612633495,0.8606442802528941,0.938; 0.902; 0.743; 0.905; 0.324; 0.779; 0.855; 0.781; 0.895; 0.889; 0.829; 0.577; 0.371; 0.414; 0.908,0.0889128242944612
"Major, 2021",education,Learning: General,Intervention: Literacy (Abracadabra; in schools),Mixed,d,0.19,0.12,0.26,12,44550,NA,NA,NA,NA,0.09103981015745871,0.05772210751064942,0.124357512804268,0.03510368477148544,0.14697593554343197,12,44550,90.88310974266282,0.2666455122584071,-0.0023042301073482804,0.12385503267438705,8,9.181003575769616,0.871364435704338,0.896857260540021,0.937; 0.901; 0.783; 0.855; 0.785; 0.894; 0.888; 0.831; 0.588; 0.384; 0.428; 0.907,0.09103981015745871
"Major, 2021",education,Learning: General,Intervention: Literacy (Abracadabra; in schools),Mixed,d,0.12,0,0.24,3,7827,NA,NA,NA,NA,0.08006043774108881,0.014085933816077714,0.14603494166609993,-0.030702244876832277,0.1908231203590099,3,7827,75.55182187221536,NA,NA,NA,2,1.8660982305056653,1.0717549415702787,0.715892215046451,0.698; 0.884; 0.284,0.08006043774108881
